<TICKER>,<PER>,<DATE>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
CNYRUB_TOM,D,15/12/20,00:00:00,11.2562000,11.2961000,11.2200000,11.2658000,64661000
CNYRUB_TOM,D,16/12/20,00:00:00,11.2421000,11.3174000,11.2421000,11.2587000,64323000
CNYRUB_TOM,D,17/12/20,00:00:00,11.2439000,11.2439000,11.1667000,11.1960000,101725000
CNYRUB_TOM,D,18/12/20,00:00:00,11.2004000,11.3419000,11.1946000,11.2517000,64345000
CNYRUB_TOM,D,21/12/20,00:00:00,11.3440000,11.5193000,11.3440000,11.4220000,109162000
CNYRUB_TOM,D,22/12/20,00:00:00,11.5163000,11.6054000,11.4700000,11.6046000,87704000
CNYRUB_TOM,D,23/12/20,00:00:00,11.6039000,11.6039000,11.4480000,11.5080000,181761000
CNYRUB_TOM,D,24/12/20,00:00:00,11.5162000,11.5269000,11.3330000,11.3330000,106565000
CNYRUB_TOM,D,25/12/20,00:00:00,11.0501000,11.5999000,11.0501000,11.3930000,52031000
CNYRUB_TOM,D,28/12/20,00:00:00,11.3342000,11.3556000,11.2700000,11.2956000,146552000
CNYRUB_TOM,D,29/12/20,00:00:00,11.2941000,11.3720000,11.2601000,11.3720000,214091000
CNYRUB_TOM,D,30/12/20,00:00:00,11.3320000,11.5159000,11.3161000,11.4480000,58034000
CNYRUB_TOM,D,04/01/21,00:00:00,11.4660000,11.5120000,11.3280000,11.5020000,29061000
CNYRUB_TOM,D,05/01/21,00:00:00,11.5365000,11.6639000,11.4700000,11.5100000,26548000
CNYRUB_TOM,D,06/01/21,00:00:00,11.4456000,11.5004000,11.4100000,11.4640000,29617000
CNYRUB_TOM,D,08/01/21,00:00:00,11.4780000,11.5613000,11.4425000,11.4680000,12122000
CNYRUB_TOM,D,11/01/21,00:00:00,11.4966000,11.5639000,11.4731000,11.5300000,74169000
CNYRUB_TOM,D,12/01/21,00:00:00,11.5200000,11.5200000,11.3939000,11.4100000,74373000
CNYRUB_TOM,D,13/01/21,00:00:00,11.3901000,11.4479000,11.3726000,11.3940000,55970000
CNYRUB_TOM,D,14/01/21,00:00:00,11.4102000,11.4494000,11.3081000,11.3350000,49071000
CNYRUB_TOM,D,15/01/21,00:00:00,11.3521000,11.3949000,11.3121000,11.3470000,89147000
CNYRUB_TOM,D,18/01/21,00:00:00,11.4046000,11.4339000,11.3671000,11.3915000,35120000
CNYRUB_TOM,D,19/01/21,00:00:00,11.3709000,11.4079000,11.3400000,11.3740000,28496000
CNYRUB_TOM,D,20/01/21,00:00:00,11.3679000,11.3904000,11.3265000,11.3810000,19728000
CNYRUB_TOM,D,21/01/21,00:00:00,11.3545000,11.4500000,11.3400000,11.4235000,65781000
CNYRUB_TOM,D,22/01/21,00:00:00,11.4584000,11.6000000,11.4500000,11.5810000,113304000
CNYRUB_TOM,D,25/01/21,00:00:00,11.5104000,11.6729000,11.5041000,11.6205000,179491000
CNYRUB_TOM,D,26/01/21,00:00:00,11.6669000,11.6839000,11.5820000,11.6050000,256013000
CNYRUB_TOM,D,27/01/21,00:00:00,11.5726000,11.7049000,11.5699000,11.6830000,209543000
CNYRUB_TOM,D,28/01/21,00:00:00,11.6879000,11.7989000,11.6879000,11.7490000,508764000
CNYRUB_TOM,D,29/01/21,00:00:00,11.7834000,11.8199000,11.6881000,11.7500000,377556000
CNYRUB_TOM,D,01/02/21,00:00:00,11.7160000,11.7659000,11.6543000,11.7620000,75902000
CNYRUB_TOM,D,02/02/21,00:00:00,11.7321000,11.8120000,11.6641000,11.8120000,51453000
CNYRUB_TOM,D,03/02/21,00:00:00,11.7739000,11.7961000,11.7261000,11.7500000,50018000
CNYRUB_TOM,D,04/02/21,00:00:00,11.7561000,11.7657000,11.6461000,11.6750000,43804000
CNYRUB_TOM,D,05/02/21,00:00:00,11.6360000,11.6360000,11.5242000,11.5680000,35804000
CNYRUB_TOM,D,08/02/21,00:00:00,11.5241000,11.5629000,11.4940000,11.5300000,44838000
CNYRUB_TOM,D,09/02/21,00:00:00,11.4959000,11.5559000,11.4941000,11.5161000,72741000
CNYRUB_TOM,D,10/02/21,00:00:00,11.4921000,11.5359000,11.4780000,11.5100000,45480000
CNYRUB_TOM,D,11/02/21,00:00:00,11.5021000,11.5219000,11.4681000,11.4780000,30070000
CNYRUB_TOM,D,12/02/21,00:00:00,11.4959000,11.5856000,11.4580000,11.4880000,64986000
CNYRUB_TOM,D,15/02/21,00:00:00,11.4539000,11.4719000,11.4300000,11.4621000,43355000
CNYRUB_TOM,D,16/02/21,00:00:00,11.4439000,11.4942000,11.4165000,11.4580000,44603000
CNYRUB_TOM,D,17/02/21,00:00:00,11.4462000,11.5081000,11.4230000,11.4510000,60462000
CNYRUB_TOM,D,18/02/21,00:00:00,11.4479000,11.4719000,11.3988000,11.4340000,160527000
CNYRUB_TOM,D,19/02/21,00:00:00,11.4609000,11.4840000,11.4436000,11.4670000,52873000
CNYRUB_TOM,D,20/02/21,00:00:00,11.1651000,11.6920000,11.1651000,11.4701000,20653000
CNYRUB_TOM,D,22/02/21,00:00:00,11.4828000,11.6000000,11.4700000,11.4861000,5762000
CNYRUB_TOM,D,24/02/21,00:00:00,11.4441000,11.4609000,11.3921000,11.4050000,72339000
CNYRUB_TOM,D,25/02/21,00:00:00,11.3879000,11.5200000,11.3859000,11.5170000,121076000
CNYRUB_TOM,D,26/02/21,00:00:00,11.5414000,11.5664000,11.4697000,11.5060000,173835000
CNYRUB_TOM,D,01/03/21,00:00:00,11.5005000,11.5015000,11.4200000,11.4700000,39319000
CNYRUB_TOM,D,02/03/21,00:00:00,11.4829000,11.5300000,11.3634000,11.3945000,147223000
CNYRUB_TOM,D,03/03/21,00:00:00,11.3986000,11.4399000,11.3626000,11.4350000,54341000
CNYRUB_TOM,D,04/03/21,00:00:00,11.4300000,11.5500000,11.3310000,11.5080000,53323000
CNYRUB_TOM,D,05/03/21,00:00:00,11.5015000,11.5090000,11.3473000,11.3870000,504234000
CNYRUB_TOM,D,09/03/21,00:00:00,11.3011000,11.5899000,11.3011000,11.3480000,219813000
CNYRUB_TOM,D,10/03/21,00:00:00,11.3581000,11.3762000,11.3156000,11.3380000,60924000
CNYRUB_TOM,D,11/03/21,00:00:00,11.3200000,11.3891000,11.2900000,11.3230000,82430000
CNYRUB_TOM,D,12/03/21,00:00:00,11.3085000,11.3399000,11.2769000,11.2904000,121667000
CNYRUB_TOM,D,15/03/21,00:00:00,11.2680000,11.2824000,11.2046000,11.2200000,45528000
CNYRUB_TOM,D,16/03/21,00:00:00,11.2244000,11.2372000,11.1667000,11.2125000,78214000
CNYRUB_TOM,D,17/03/21,00:00:00,11.2299000,11.3936000,11.2272000,11.3640000,47544000
CNYRUB_TOM,D,18/03/21,00:00:00,11.3669000,11.4350000,11.3142000,11.4315000,30694000
CNYRUB_TOM,D,19/03/21,00:00:00,11.3931000,11.4341000,11.3300000,11.4005000,63755000
CNYRUB_TOM,D,22/03/21,00:00:00,11.3930000,11.5400000,11.3930000,11.5165000,35735000
CNYRUB_TOM,D,23/03/21,00:00:00,11.5324000,11.7171000,11.5300000,11.7100000,88714000
CNYRUB_TOM,D,24/03/21,00:00:00,11.6961000,11.7999000,11.6154000,11.7235000,51403000
CNYRUB_TOM,D,25/03/21,00:00:00,11.6961000,11.7061000,11.5900000,11.6300000,82100000
CNYRUB_TOM,D,26/03/21,00:00:00,11.6189000,11.6400000,11.5580000,11.5680000,42318000
CNYRUB_TOM,D,29/03/21,00:00:00,11.5820000,11.5947000,11.5059000,11.5160000,41919000
CNYRUB_TOM,D,30/03/21,00:00:00,11.5040000,11.5748000,11.4725000,11.5326000,313619000
CNYRUB_TOM,D,31/03/21,00:00:00,11.5500000,11.5589000,11.4721000,11.5400000,83939000
CNYRUB_TOM,D,01/04/21,00:00:00,11.5235000,11.6300000,11.4966000,11.6060000,57728000
CNYRUB_TOM,D,02/04/21,00:00:00,11.9399000,11.9399000,11.5001000,11.6400000,59982000
CNYRUB_TOM,D,05/04/21,00:00:00,11.3501000,11.9299000,11.3501000,11.6534000,39008000
CNYRUB_TOM,D,06/04/21,00:00:00,11.6479000,11.8181000,11.6320000,11.8020000,68282000
CNYRUB_TOM,D,07/04/21,00:00:00,11.7101000,11.9243000,11.7101000,11.7500000,113329000
CNYRUB_TOM,D,08/04/21,00:00:00,11.7485000,11.7992000,11.6871000,11.7235000,84963000
CNYRUB_TOM,D,09/04/21,00:00:00,11.7210000,11.8144000,11.7210000,11.7935000,248351000
CNYRUB_TOM,D,12/04/21,00:00:00,11.8324000,11.8548000,11.7721000,11.8120000,59422000
CNYRUB_TOM,D,13/04/21,00:00:00,11.7001000,11.8279000,11.5900000,11.6155000,61638000
CNYRUB_TOM,D,14/04/21,00:00:00,11.6094000,11.6350000,11.5356000,11.6080000,110753000
CNYRUB_TOM,D,15/04/21,00:00:00,11.6300000,11.8600000,11.6300000,11.7000000,112363000
CNYRUB_TOM,D,16/04/21,00:00:00,11.6711000,11.7149000,11.5494000,11.6110000,116939000
CNYRUB_TOM,D,19/04/21,00:00:00,11.9400000,11.9400000,11.6305000,11.7269000,69950000
CNYRUB_TOM,D,20/04/21,00:00:00,11.7395000,11.8538000,11.7000000,11.8145000,66245000
CNYRUB_TOM,D,21/04/21,00:00:00,11.8381000,11.8602000,11.7530000,11.7960000,66465000
CNYRUB_TOM,D,22/04/21,00:00:00,11.8080000,11.8380000,11.5975000,11.6160000,89695000
CNYRUB_TOM,D,23/04/21,00:00:00,11.6311000,11.6381000,11.5137000,11.5600000,112853000
CNYRUB_TOM,D,26/04/21,00:00:00,11.8449000,11.8449000,11.5141000,11.5900000,50334000
CNYRUB_TOM,D,27/04/21,00:00:00,11.5676000,11.5982000,11.5416000,11.5660000,50800000
CNYRUB_TOM,D,28/04/21,00:00:00,11.5624000,11.5709000,11.4900000,11.4950000,98493000
CNYRUB_TOM,D,29/04/21,00:00:00,11.4999000,11.5664000,11.4836000,11.5435000,109284000
CNYRUB_TOM,D,30/04/21,00:00:00,11.5899000,11.6310000,11.5001000,11.6200000,90272000
CNYRUB_TOM,D,04/05/21,00:00:00,11.5300000,11.6300000,11.5271000,11.5540000,31187000
CNYRUB_TOM,D,05/05/21,00:00:00,11.5286000,11.5525000,11.4992000,11.5415000,56009000
CNYRUB_TOM,D,06/05/21,00:00:00,11.5594000,11.5634000,11.4761000,11.4844000,83454000
CNYRUB_TOM,D,07/05/21,00:00:00,11.5029000,11.5242000,11.4600000,11.5015000,43374000
CNYRUB_TOM,D,10/05/21,00:00:00,11.4800000,11.5760000,11.4500000,11.5741000,7764000
CNYRUB_TOM,D,11/05/21,00:00:00,11.5799000,11.5829000,11.5041000,11.5284000,56098000
CNYRUB_TOM,D,12/05/21,00:00:00,11.5251000,11.5679000,11.4861000,11.5600000,45074000
CNYRUB_TOM,D,13/05/21,00:00:00,11.5480000,11.5499000,11.4551000,11.4850000,84566000
CNYRUB_TOM,D,14/05/21,00:00:00,11.5004000,11.5119000,11.4580000,11.4909000,38438000
CNYRUB_TOM,D,17/05/21,00:00:00,11.4974000,11.5035000,11.4460000,11.4600000,44063000
CNYRUB_TOM,D,18/05/21,00:00:00,11.4769000,11.5050000,11.4580000,11.4640000,65257000
CNYRUB_TOM,D,19/05/21,00:00:00,11.4744000,11.4856000,11.4397000,11.4600000,90136000
CNYRUB_TOM,D,20/05/21,00:00:00,11.4709000,11.4709000,11.4201000,11.4380000,70423000
CNYRUB_TOM,D,21/05/21,00:00:00,11.4238000,11.4499000,11.4082000,11.4418000,91126000
CNYRUB_TOM,D,24/05/21,00:00:00,11.4426000,11.5014000,11.4300000,11.4680000,102637000
CNYRUB_TOM,D,25/05/21,00:00:00,11.4734000,11.4860000,11.4400000,11.4679000,55470000
CNYRUB_TOM,D,26/05/21,00:00:00,11.5000000,11.5497000,11.4775000,11.5135000,95566000
CNYRUB_TOM,D,27/05/21,00:00:00,11.5290000,11.5490000,11.5060000,11.5350000,120800000
CNYRUB_TOM,D,28/05/21,00:00:00,11.5699000,11.5700000,11.4801000,11.5040000,116668000
CNYRUB_TOM,D,31/05/21,00:00:00,11.4601000,11.5430000,11.4601000,11.5161000,35844000
CNYRUB_TOM,D,01/06/21,00:00:00,11.5176000,11.5420000,11.4756000,11.5130000,61666000
CNYRUB_TOM,D,02/06/21,00:00:00,11.5206000,11.5380000,11.4600000,11.4610000,72051000
CNYRUB_TOM,D,03/06/21,00:00:00,11.4500000,11.4775000,11.4350000,11.4480000,105559000
CNYRUB_TOM,D,04/06/21,00:00:00,11.4460000,11.4989000,11.3880000,11.4005000,64776000
CNYRUB_TOM,D,07/06/21,00:00:00,11.3880000,11.4192000,11.3800000,11.4100000,93258000
CNYRUB_TOM,D,08/06/21,00:00:00,11.6833000,11.6833000,11.1238000,11.3040000,92183000
CNYRUB_TOM,D,09/06/21,00:00:00,11.3040000,11.3300000,11.2666000,11.3280000,78968000
CNYRUB_TOM,D,10/06/21,00:00:00,11.3649000,11.3649000,11.2260000,11.2400000,79450000
CNYRUB_TOM,D,11/06/21,00:00:00,11.2515000,11.2959000,11.2000000,11.2800000,45315000
CNYRUB_TOM,D,14/06/21,00:00:00,11.5197000,11.5197000,11.2400000,11.2605000,5113000
CNYRUB_TOM,D,15/06/21,00:00:00,11.2999000,11.2999000,11.2047000,11.2740000,99863000
CNYRUB_TOM,D,16/06/21,00:00:00,11.4916000,11.4916000,11.2100000,11.2850000,89458000
CNYRUB_TOM,D,17/06/21,00:00:00,11.2839000,11.3065000,11.1831000,11.2000000,84907000
CNYRUB_TOM,D,18/06/21,00:00:00,11.2234000,11.2879000,11.1857000,11.2600000,72573000
CNYRUB_TOM,D,21/06/21,00:00:00,11.2151000,11.3219000,11.2151000,11.3200000,59053000
CNYRUB_TOM,D,22/06/21,00:00:00,11.2881000,11.3065000,11.2411000,11.2435000,91760000
CNYRUB_TOM,D,23/06/21,00:00:00,11.2379000,11.2444000,11.1773000,11.2190000,83864000
CNYRUB_TOM,D,24/06/21,00:00:00,11.2055000,11.2145000,11.1456000,11.1740000,68688000
CNYRUB_TOM,D,25/06/21,00:00:00,11.1826000,11.1900000,11.1616000,11.1844000,67850000
CNYRUB_TOM,D,28/06/21,00:00:00,11.1759000,11.1849000,11.1616000,11.1617000,67253000
CNYRUB_TOM,D,29/06/21,00:00:00,11.1721000,11.2799000,11.1721000,11.2700000,143748000
CNYRUB_TOM,D,30/06/21,00:00:00,11.0625000,11.3306000,11.0625000,11.3259000,155207000
CNYRUB_TOM,D,01/07/21,00:00:00,11.3090000,11.3619000,11.2637000,11.3485000,78293000
CNYRUB_TOM,D,02/07/21,00:00:00,11.3001000,11.3799000,11.3000000,11.3155000,95410000
CNYRUB_TOM,D,05/07/21,00:00:00,11.3414000,11.3845000,11.3350000,11.3670000,53898000
CNYRUB_TOM,D,06/07/21,00:00:00,11.3589000,11.5310000,11.3218000,11.4930000,72898000
CNYRUB_TOM,D,07/07/21,00:00:00,11.4944000,11.5650000,11.4390000,11.5420000,55455000
CNYRUB_TOM,D,08/07/21,00:00:00,11.5165000,11.6114000,11.4860000,11.5151000,168989000
CNYRUB_TOM,D,09/07/21,00:00:00,11.5149000,11.5229000,11.4378000,11.4750000,58223000
CNYRUB_TOM,D,12/07/21,00:00:00,11.2427000,11.5470000,11.2427000,11.4925000,71622000
CNYRUB_TOM,D,13/07/21,00:00:00,11.4841000,11.4928000,11.4273000,11.4685000,36335000
CNYRUB_TOM,D,14/07/21,00:00:00,11.4375000,11.7186000,11.4272000,11.4741000,59199000
CNYRUB_TOM,D,15/07/21,00:00:00,11.4790000,11.5199000,11.4668000,11.5157000,58743000
CNYRUB_TOM,D,16/07/21,00:00:00,11.5039000,11.5039000,11.4171000,11.4400000,63234000
CNYRUB_TOM,D,19/07/21,00:00:00,11.4479000,11.5158000,11.4396000,11.5000000,148758000
CNYRUB_TOM,D,20/07/21,00:00:00,11.5029000,11.5100000,11.4541000,11.4675000,66129000
CNYRUB_TOM,D,21/07/21,00:00:00,11.4781000,11.5103000,11.4336000,11.4480000,127332000
CNYRUB_TOM,D,22/07/21,00:00:00,11.4321000,11.4494000,11.3741000,11.3845000,88174000
CNYRUB_TOM,D,23/07/21,00:00:00,11.3874000,11.4020000,11.3470000,11.3940000,50242000
CNYRUB_TOM,D,26/07/21,00:00:00,11.3781000,11.4495000,11.3555000,11.3640000,83161000
CNYRUB_TOM,D,27/07/21,00:00:00,11.3746000,11.3939000,11.2900000,11.2980000,49956000
CNYRUB_TOM,D,28/07/21,00:00:00,11.3139000,11.3520000,11.2849000,11.3360000,243809000
CNYRUB_TOM,D,29/07/21,00:00:00,11.3470000,11.3530000,11.3051000,11.3230000,71501000
CNYRUB_TOM,D,30/07/21,00:00:00,11.3280000,11.3620000,11.2550000,11.3086000,72788000
CNYRUB_TOM,D,02/08/21,00:00:00,11.3221000,11.3274000,11.2500000,11.2960000,70219000
CNYRUB_TOM,D,03/08/21,00:00:00,11.3059000,11.3200000,11.2650000,11.2830000,87878000
CNYRUB_TOM,D,04/08/21,00:00:00,11.2904000,11.3400000,11.2655000,11.3325000,81927000
CNYRUB_TOM,D,05/08/21,00:00:00,11.3075000,11.3423000,11.3071000,11.3100000,125419000
CNYRUB_TOM,D,06/08/21,00:00:00,11.3141000,11.3400000,11.2965000,11.3400000,74068000
CNYRUB_TOM,D,09/08/21,00:00:00,11.3561000,11.3664000,11.3300000,11.3641000,68978000
CNYRUB_TOM,D,10/08/21,00:00:00,11.3639000,11.4149000,11.3445000,11.3923000,46011000
CNYRUB_TOM,D,11/08/21,00:00:00,11.3941000,11.4260000,11.3241000,11.3241000,126420000
CNYRUB_TOM,D,12/08/21,00:00:00,11.3314000,11.3757000,11.3280000,11.3650000,55152000
CNYRUB_TOM,D,13/08/21,00:00:00,11.3586000,11.3719000,11.2950000,11.3049000,49540000
CNYRUB_TOM,D,16/08/21,00:00:00,11.3182000,11.3459000,11.3100000,11.3100000,59501000
CNYRUB_TOM,D,17/08/21,00:00:00,11.3199000,11.3440000,11.3140000,11.3440000,76877000
CNYRUB_TOM,D,18/08/21,00:00:00,11.3389000,11.3900000,11.3140000,11.3885000,93480000
CNYRUB_TOM,D,19/08/21,00:00:00,11.3874000,11.4400000,11.3696000,11.4180000,168833000
CNYRUB_TOM,D,20/08/21,00:00:00,11.4019000,11.4673000,11.3900000,11.4301000,108698000
CNYRUB_TOM,D,23/08/21,00:00:00,11.4121000,11.4500000,11.3849000,11.4494000,35905000
CNYRUB_TOM,D,24/08/21,00:00:00,11.4325000,11.4325000,11.3900000,11.3940000,89874000
CNYRUB_TOM,D,25/08/21,00:00:00,11.3921000,11.4489000,11.3814000,11.4350000,82894000
CNYRUB_TOM,D,26/08/21,00:00:00,11.4151000,11.4904000,11.4103000,11.4480000,228283000
CNYRUB_TOM,D,27/08/21,00:00:00,11.4524000,11.4524000,11.3790000,11.3894000,56988000
CNYRUB_TOM,D,30/08/21,00:00:00,11.3669000,11.3962000,11.3600000,11.3720000,100597000
CNYRUB_TOM,D,31/08/21,00:00:00,11.3650000,11.3739000,11.3380000,11.3451000,42641000
CNYRUB_TOM,D,01/09/21,00:00:00,11.3514000,11.3514000,11.2916000,11.3150000,110984000
CNYRUB_TOM,D,02/09/21,00:00:00,11.3159000,11.3209000,11.2750000,11.3110000,261605000
CNYRUB_TOM,D,03/09/21,00:00:00,11.2994000,11.3230000,11.2756000,11.3030000,125580000
CNYRUB_TOM,D,06/09/21,00:00:00,11.2921000,11.3279000,11.2921000,11.3220000,94467000
CNYRUB_TOM,D,07/09/21,00:00:00,11.3144000,11.3539000,11.3050000,11.3475000,101137000
CNYRUB_TOM,D,08/09/21,00:00:00,11.3609000,11.3865000,11.3300000,11.3300000,64066000
CNYRUB_TOM,D,09/09/21,00:00:00,11.3379000,11.3454000,11.2920000,11.3160000,140138000
CNYRUB_TOM,D,10/09/21,00:00:00,11.3109000,11.3660000,11.3020000,11.3650000,42662000
CNYRUB_TOM,D,13/09/21,00:00:00,11.3320000,11.3514000,11.2800000,11.2800000,169736000
CNYRUB_TOM,D,14/09/21,00:00:00,11.2750000,11.3400000,11.2700000,11.3300000,188374000
CNYRUB_TOM,D,15/09/21,00:00:00,11.3229000,11.3456000,11.2420000,11.2500000,92997000
CNYRUB_TOM,D,16/09/21,00:00:00,11.2459000,11.2669000,11.2272000,11.2400000,181276000
CNYRUB_TOM,D,17/09/21,00:00:00,11.2650000,11.2800000,11.2201000,11.2615000,111264000
CNYRUB_TOM,D,20/09/21,00:00:00,11.2675000,11.3570000,11.2656000,11.3315000,105781000
CNYRUB_TOM,D,21/09/21,00:00:00,11.3300000,11.3305000,11.2592000,11.2799000,60860000
CNYRUB_TOM,D,22/09/21,00:00:00,11.2600000,11.3000000,11.2450000,11.3000000,70550000
CNYRUB_TOM,D,23/09/21,00:00:00,11.2350000,11.2817000,11.2350000,11.2700000,56546000
CNYRUB_TOM,D,24/09/21,00:00:00,11.5173000,11.5173000,11.2550000,11.2550000,170256000
CNYRUB_TOM,D,27/09/21,00:00:00,11.1957000,11.2575000,11.1957000,11.2355000,193758000
CNYRUB_TOM,D,28/09/21,00:00:00,11.2218000,11.2900000,11.2120000,11.2580000,265783000
CNYRUB_TOM,D,29/09/21,00:00:00,11.2618000,11.2750000,11.2380000,11.2575000,167698000
CNYRUB_TOM,D,30/09/21,00:00:00,11.2635000,11.3095000,11.2400000,11.2980000,175658000
CNYRUB_TOM,D,01/10/21,00:00:00,11.3059000,11.3850000,11.2941000,11.3225000,102285000
CNYRUB_TOM,D,04/10/21,00:00:00,11.3000000,11.3229000,11.2400000,11.2545000,91764000
CNYRUB_TOM,D,05/10/21,00:00:00,11.2629000,11.2820000,11.2200000,11.2235000,78277000
CNYRUB_TOM,D,06/10/21,00:00:00,11.2370000,11.2520000,11.2000000,11.2275000,94462000
CNYRUB_TOM,D,07/10/21,00:00:00,11.2240000,11.2300000,11.1160000,11.1210000,98183000
CNYRUB_TOM,D,08/10/21,00:00:00,11.1324000,11.1704000,11.1175000,11.1535000,117051000
CNYRUB_TOM,D,11/10/21,00:00:00,11.1500000,11.1539000,11.1000000,11.1148000,108280000
CNYRUB_TOM,D,12/10/21,00:00:00,11.1292000,11.1589000,11.1150000,11.1350000,172465000
CNYRUB_TOM,D,13/10/21,00:00:00,11.1390000,11.2205000,11.1325000,11.1985000,229553000
CNYRUB_TOM,D,14/10/21,00:00:00,11.1736000,11.1899000,11.0824000,11.0950000,157085000
CNYRUB_TOM,D,15/10/21,00:00:00,11.0863000,11.1091000,11.0225000,11.0445000,128627000
CNYRUB_TOM,D,18/10/21,00:00:00,11.0397000,11.1006000,11.0320000,11.0935000,68401000
CNYRUB_TOM,D,19/10/21,00:00:00,11.0989000,11.1325000,11.0668000,11.1185000,91852000
CNYRUB_TOM,D,20/10/21,00:00:00,11.1047000,11.1301000,11.0750000,11.0802000,62256000
CNYRUB_TOM,D,21/10/21,00:00:00,11.1008000,11.1500000,11.0925000,11.1205000,102707000
CNYRUB_TOM,D,22/10/21,00:00:00,11.1147000,11.1259000,10.9699000,11.0110000,194977000
CNYRUB_TOM,D,25/10/21,00:00:00,11.0168000,11.0571000,10.9258000,10.9330000,64182000
CNYRUB_TOM,D,26/10/21,00:00:00,10.9127000,10.9377000,10.8590000,10.9065000,55813000
CNYRUB_TOM,D,27/10/21,00:00:00,10.8942000,11.0529000,10.8839000,11.0425000,104068000
CNYRUB_TOM,D,28/10/21,00:00:00,11.0494000,11.0645000,10.9650000,10.9905000,79439000
CNYRUB_TOM,D,29/10/21,00:00:00,10.9984000,11.0809000,10.9895000,11.0680000,82089000
CNYRUB_TOM,D,01/11/21,00:00:00,10.8458000,11.1989000,10.8458000,11.1940000,87184000
CNYRUB_TOM,D,02/11/21,00:00:00,11.1816000,11.2600000,11.1650000,11.1769000,103768000
CNYRUB_TOM,D,03/11/21,00:00:00,11.3583000,11.4100000,11.1253000,11.3800000,97466000
CNYRUB_TOM,D,05/11/21,00:00:00,11.4799000,11.4799000,11.1000000,11.1485000,24122000
CNYRUB_TOM,D,08/11/21,00:00:00,11.1430000,11.1812000,11.1267000,11.1560000,165621000
CNYRUB_TOM,D,09/11/21,00:00:00,11.1559000,11.1604000,11.0631000,11.0756000,107091000
CNYRUB_TOM,D,10/11/21,00:00:00,11.0914000,11.1470000,11.0333000,11.1345000,128070000
CNYRUB_TOM,D,11/11/21,00:00:00,11.1505000,11.2300000,11.0912000,11.2000000,99282000
CNYRUB_TOM,D,12/11/21,00:00:00,11.3180000,11.4800000,11.1956000,11.3500000,413629000
CNYRUB_TOM,D,15/11/21,00:00:00,11.3844000,11.4220000,11.2966000,11.3665000,60785000
CNYRUB_TOM,D,16/11/21,00:00:00,11.3769000,11.4900000,11.3606000,11.4450000,87490000
CNYRUB_TOM,D,17/11/21,00:00:00,11.1840000,11.5145000,11.1840000,11.3885000,108073000
